stroke_index,,num_stroke,pinyin,pinyin_tone,pinyin_tone_stroke
35640,謸,17,ao,ao2,ao217
35611,講,17,jiang,jiang3,jiang317
35649,譁,18,hua,hua2,hua218
35624,謨,17,mo,mo2,mo217
35603,謓,17,chen,chen1,chen117
35632,謰,18,lian,lian2,lian218
35596,謌,17,ge,ge1,ge117
35612,謜,17,yuan,yuan4,yuan417
35606,謖,17,su,su4,su417
35618,謢,17,hu,hu4,hu417
35613,謝,17,xie,xie4,xie417
35605,謕,17,si,si1,si117
35617,謡,17,yao,yao2,yao217
35615,謟,17,tao,tao1,tao117
35601,謑,17,xi,xi4,xi417
35602,謒,17,qiang,qiang1,qiang117
35595,謋,17,huo,huo4,huo417
35616,謠,17,yao,yao2,yao217
35589,謅,17,zou,zou1,zou117
35614,謞,17,xue,xue4,xue417
35623,謧,17,li,li2,li217
35607,謗,17,bang,bang4,bang417
35610,謚,17,shi,shi4,shi417
35609,謙,17,qian,qian1,qian117
29166,燮,17,xie,xie4,xie417
35590,謆,17,shan,shan4,shan417
35600,謐,17,mi,mi4,mi417
35608,謘,17,chi,chi2,chi217
20959,凟,17,du,du2,du217
35131,褻,17,xie,xie4,xie417
40265,鵉,17,luan,luan2,luan217
37284,醤,17,jiang,jiang4,jiang417
40555,鹫,17,jiu,jiu4,jiu417
35140,襄,17,xiang,xiang1,xiang117
27656,氈,17,zhan,zhan1,zhan117
40639,麿,17,zzzzzz,zzzzzz5,zzzzzz599
31964,糜,17,mi,mi2,mi217
32315,縻,17,mi,mi2,mi217
37181,鄽,17,chan,chan2,chan217
33210,膺,17,ying,ying1,ying117
25033,應,17,ying,ying4,ying417
34743,螷,17,pi,pi2,pi217
30285,癍,17,ban,ban1,ban117
30283,癋,17,he,he4,he417
30277,癅,17,liu,liu2,liu217
30296,癘,17,li,li4,li417
30274,療,17,liao,liao2,liao217
30286,癎,17,xian,xian2,xian217
30279,癇,17,xian,xian2,xian217
30281,癉,17,dan,dan4,dan417
30284,癌,17,ai,ai2,ai217
30276,癄,17,qiao,qiao2,qiao217
30273,癁,17,fu,fu2,fu217
30278,癆,17,lao,lao2,lao217
30280,癈,17,fei,fei4,fei417
38983,顇,17,cui,cui4,cui417
40257,鵁,17,jiao,jiao1,jiao117
40587,麋,17,mi,mi2,mi217
36779,辫,17,bian,bian4,bian417
38906,韺,17,ying,ying1,ying117
31476,竴,17,cun,cun1,cun117
31474,竲,17,ceng,ceng2,ceng217
31475,竳,17,deng,deng1,deng117
40779,齋,17,zhai,zhai1,zhai117
35243,覫,17,pang,pang3,pang317
36194,赢,17,ying,ying2,ying217
26074,旚,17,piao,piao1,piao117
29973,甕,17,weng,weng4,weng417
40249,鴹,17,ren,ren2,ren217
39866,鮺,17,za,za3,za317
40295,鵧,19,bing,bing4,bing419
39837,鮝,17,xiang,xiang3,xiang317
31967,糟,17,zao,zao1,zao117
31963,糛,17,tang,tang2,tang217
31966,糞,17,fen,fen4,fen417
31968,糠,17,kang,kang1,kang117
40586,麊,17,mi,mi2,mi217
31969,糡,17,jiang,jiang4,jiang417
31965,糝,17,san,san3,san317
39320,馘,17,guo,guo2,guo217
25987,斃,17,bi,bi4,bi417
34782,蟞,17,bie,bie2,bie217
29167,燯,17,ling,ling2,ling217
29158,燦,17,can,can4,can417
29171,燳,17,zhao,zhao4,zhao417
29174,燶,17,zzzzzz,zzzzzz5,zzzzzz599
29157,燥,17,zao,zao4,zao417
29153,燡,17,yi,yi4,yi417
29165,燭,17,zhu,zhu2,zhu217
29164,燬,17,hui,hui3,hui317
29161,燩,17,que,que4,que417
29172,燴,17,hui,hui4,hui417
29168,燰,17,wei,wei1,wei117
29175,燷,17,lan,lan2,lan217
29155,燣,17,lan,lan2,lan217
29163,燫,17,lian,lian2,lian217
29169,燱,17,yi,yi4,yi417
29160,燨,17,xi,xi1,xi117
38979,顃,17,yan,yan2,yan217
37279,醟,17,yong,yong4,yong417
35246,覮,17,ping,ping1,ping117
35597,謍,17,ying,ying2,ying217
29117,熽,17,xiao,xiao4,xiao417
29170,燲,17,xie,xie2,xie217
28702,瀞,17,jing,jing4,jing417
28650,濪,17,jing,jing4,jing417
40251,鴻,17,hong,hong2,hong217
28658,濲,17,gu,gu3,gu317
28644,濤,17,tao,tao1,tao117
28637,濝,17,qi,qi2,qi217
25041,懑,17,men,men4,men417
37721,鍙,17,hong,hong4,hong417
28686,瀎,17,mie,mie4,mie417
28643,濣,17,wo,wo4,wo417
22733,壍,17,qian,qian4,qian417
23345,嬱,17,can,can2,can217
28651,濫,17,lan,lan4,lan417
28671,濿,17,li,li4,li417
28628,濔,17,mi,mi3,mi317
28641,濡,17,ru,ru2,ru217
28652,濬,17,jun,4-Jun,jun417
28647,濧,17,dui,dui4,dui417
29847,璗,17,dang,dang4,dang417
30442,盪,17,dang,dang4,dang417
28665,濹,17,bin,bin1,bin117
28662,濶,17,kuo,kuo4,kuo417
28629,濕,17,shi,shi1,shi117
37708,鍌,17,xian,xian3,xian317
28654,濮,17,pu,pu2,pu217
28638,濞,17,bi,bi4,bi417
28646,濦,17,yin,yin3,yin317
28645,濥,17,yin,yin4,yin417
28640,濠,17,hao,hao2,hao217
28679,瀇,17,wang,wang3,wang317
28639,濟,17,ji,ji4,ji417
28673,瀁,17,yang,yang4,yang417
28634,濚,17,ying,ying2,ying217
28660,濴,17,xing,xing2,xing217
28633,濙,17,ying,ying2,ying217
28657,濱,17,bin,bin1,bin117
28632,濘,17,ning,ning4,ning417
28661,濵,17,bin,bin1,bin117
28636,濜,17,jin,jin4,jin417
28705,瀡,17,sui,sui3,sui317
28667,濻,17,dui,dui4,dui417
28544,澀,17,se,se4,se417
28655,濯,17,zhuo,zhuo2,zhuo217
28642,濢,17,zui,zui3,zui317
28656,濰,17,wei,wei2,wei217
25051,懛,17,dai,dai1,dai117
25047,懗,17,xia,xia4,xia417
25060,懤,17,chou,chou2,chou217
25073,懱,17,mie,mie4,mie417
25061,懥,17,zhi,zhi4,zhi417
25058,懢,17,lan,lan2,lan217
25064,懨,17,yan,yan1,yan117
25062,懦,17,nuo,nuo4,nuo417
25050,懚,17,yin,yin4,yin417
25053,懝,17,ai,ai4,ai417
25069,懭,17,kuang,kuang4,kuang417
25057,懡,17,mo,mo3,mo317
25056,懠,17,qi,qi2,qi217
25065,懩,17,yang,yang3,yang317
25063,懧,17,nuo,nuo4,nuo417
35905,豁,17,huo,huo4,huo417
36093,賽,17,sai,sai4,sai417
36423,蹇,17,jian,jian3,jian317
35591,謇,17,jian,jian3,jian317
38977,顁,17,ding,ding4,ding417
31422,窾,17,kuan,kuan3,kuan317
31424,竀,17,cheng,cheng1,cheng117
31427,竃,17,zao,zao4,zao417
31426,竂,17,piao,piao2,piao217
31425,竁,17,cui,cui4,cui417
36995,邃,17,sui,sui4,sui417
23538,寲,17,yi,yi2,yi217
23537,寱,17,yi,yi4,yi417
40243,鴳,17,yan,yan4,yan417
38981,顅,17,qian,qian1,qian117
35155,襓,17,rao,rao2,rao217
35132,褼,17,xian,xian1,xian117
35147,襋,17,ji,ji2,ji217
35142,襆,17,pu,pu2,pu217
35146,襊,17,zui,zui4,zui417
35143,襇,17,jian,jian3,jian317
35145,襉,17,jian,jian4,jian417
35148,襌,17,dan,dan1,dan117
35149,襍,17,za,za2,za217
35158,襖,17,ao,ao3,ao317
35150,襎,17,fan,fan2,fan217
35157,襕,17,lan,lan2,lan217
35162,襚,17,sui,sui4,sui417
35153,襑,17,xin,xin2,xin217
35137,襁,17,qiang,qiang3,qiang317
35144,襈,17,zhuan,zhuan4,zhuan417
35151,襏,17,bo,bo1,bo117
31150,禮,17,li,li3,li317
31151,禯,17,nong,nong2,nong217
31148,禬,17,hui,hui4,hui417
35245,覭,17,ming,ming2,ming217
27479,歗,17,xiao,xiao4,xiao417
34737,螱,17,wei,wei4,wei417
35133,褽,17,wei,wei4,wei417
33216,臀,17,tun,tun2,tun217
27287,檗,17,bo,bo4,bo417
29971,甓,17,pi,pi4,pi417
33218,臂,17,bei,bei5,bei517
25816,擘,17,bo,bo4,bo417
25013,憵,17,pi,pi1,pi117
23656,屨,17,ju,ju4,ju417
24396,彌,17,mi,mi2,mi217
34753,蟁,17,wen,wen2,wen217
24397,彍,17,kuo,kuo4,kuo417
23418,孺,17,ru,ru2,ru217
38868,韔,17,chang,chang4,chang417
38869,韕,17,zzzzzz,zzzzzz5,zzzzzz599
38579,隳,17,hui,hui1,hui117
29254,牆,17,qiang,qiang2,qiang217
34751,螿,17,jiang,jiang1,jiang117
23419,孻,17,nai,nai2,nai217
33257,臩,17,guang,guang4,guang417
38980,顄,17,han,han4,han417
23354,嬺,17,ni,ni4,ni417
23343,嬯,17,tai,tai2,tai217
23334,嬦,17,chou,chou2,chou217
23341,嬭,17,nai,nai3,nai317
23340,嬬,17,xu,xu1,xu117
40253,鴽,17,ru,ru2,ru217
23350,嬶,17,zzzzzz,zzzzzz5,zzzzzz599
23351,嬷,17,ma,ma1,ma117
23332,嬤,17,ma,ma1,ma117
23339,嬫,17,zzzzzz,zzzzzz5,zzzzzz599
23338,嬪,17,pin,pin2,pin217
23331,嬣,17,ning,ning2,ning217
23335,嬧,17,jin,jin4,jin417
23333,嬥,17,tiao,tiao3,tiao317
23349,嬵,17,mian,mian2,mian217
32764,翼,17,yi,yi4,yi417
32757,翵,17,qu,qu2,qu217
40254,鴾,17,mou,mou2,mou217
34762,蟊,17,mao,mao2,mao217
40556,鹬,17,yu,yu4,yu417
37738,鍪,17,mou,mou2,mou217
39588,骤,17,zhou,zhou4,zhou417
34817,蠁,17,xiang,xiang4,xiang417
22190,嚮,17,xiang,xiang4,xiang417
32318,績,17,ji,ji1,ji117
32330,繊,17,xian,xian1,xian117
32307,縳,17,zhuan,zhuan4,zhuan417
32313,縹,17,piao,piao3,piao317
32300,縬,17,cu,cu4,cu417
32329,繉,17,hun,hun2,hun217
32311,縷,17,lv,lv3,lv317
32309,縵,17,man,man4,man417
32306,縲,17,lei,lei2,lei217
32320,繀,17,sui,sui4,sui417
32323,繃,17,beng,beng1,beng117
32332,繌,17,zzzzzz,zzzzzz5,zzzzzz599
32317,總,17,zong,zong3,zong317
32304,縰,17,xi,xi3,xi317
32305,縱,17,zong,zong4,zong417
32297,縩,17,cai,cai4,cai417
32316,縼,17,xuan,xuan4,xuan417
32322,繂,17,shuai,shuai4,shuai417
32308,縴,17,qian,qian4,qian417
32303,縯,17,yin,yin3,yin317
32302,縮,17,suo,suo1,suo117
32333,繍,17,xiu,xiu4,xiu417
32328,繈,17,qiang,qiang3,qiang317
32326,繆,17,mou,mou2,mou217
32319,縿,17,shan,shan1,shan117
32325,繅,17,sao,sao1,sao117
32814,耮,18,lao,lao4,lao418
32813,耭,18,ji,ji1,ji118
29881,璹,18,shu,shu2,shu218
29884,璼,18,lan,lan2,lan218
29888,瓀,18,ruan,ruan3,ruan318
29887,璿,18,xuan,xuan2,xuan218
38749,靝,18,tian,tian1,tian118
29898,瓊,18,qiong,qiong2,qiong218
29899,瓋,18,zhe,zhe2,zhe218
29886,璾,18,ji,ji4,ji418
29880,璸,18,bin,bin1,bin118
29878,璶,18,jin,jin4,jin418
29901,瓍,18,sui,sui4,sui418
37834,鏊,18,ao,ao4,ao418
40140,鳌,18,ao,ao2,ao218
29883,璻,18,zui,zui3,zui318
32347,繛,18,chuo,chuo4,chuo418
37328,釐,18,li,li2,li218
39734,鬶,18,gui,gui1,gui118
25862,攆,18,nian,nian3,nian318
25861,攅,18,zan,zan3,zan318
39686,鬆,18,song,song1,song118
39684,鬄,18,ti,ti4,ti418
39685,鬅,18,peng,peng2,peng218
39688,鬈,18,quan,quan2,quan218
39683,鬃,18,zong,zong1,zong118
32761,翹,18,qiao,qiao2,qiao218
38820,鞤,18,bang,bang1,bang118
25847,擷,18,xie,xie2,xie218
25849,擹,18,tan,tan1,tan118
39439,騏,18,qi,qi2,qi218
39435,騋,18,lai,lai2,lai218
39438,騎,18,qi,qi2,qi218
39441,騑,18,fei,fei1,fei118
39437,騍,18,ke,ke4,ke418
39433,騉,18,kun,kun1,kun118
39463,騧,18,gua,gua1,gua118
39432,騈,18,pian,pian2,pian218
39429,騅,18,zhui,zhui1,zhui118
39431,騇,18,she,she4,she418
39443,験,18,yan,yan4,yan418
39440,騐,18,yan,yan4,yan418
39430,騆,18,zhou,zhou1,zhou118
39434,騊,18,tao,tao2,tao218
39436,騌,18,zong,zong1,zong118
39453,騝,18,jian,jian1,jian118
39428,騄,18,lu,lu4,lu418
39442,騒,18,sao,sao1,sao118
25854,擾,18,rao,rao3,rao318
36266,趪,18,huang,huang2,huang218
36265,趩,18,chi,chi4,chi418
25860,攄,18,shu,shu1,shu118
40726,鼖,18,fen,fen2,fen218
32760,翸,18,pen,pen3,pen318
22174,嚞,18,zhe,zhe2,zhe218
25851,擻,18,sou,sou3,sou318
22749,壝,18,wei,wei3,wei318
25858,攂,18,lei,lei4,lei418
30653,瞽,18,gu,gu3,gu318
40725,鼕,18,dong,dong1,dong118
34778,蟚,18,peng,peng2,peng218
25850,擺,18,bai,bai3,bai318
25846,擶,18,jian,jian4,jian418
25853,擽,18,lve,lve4,lve418
40704,鼀,18,cu,cu4,cu418
25852,擼,18,lu,lu1,lu118
25845,擵,18,mo,mo2,mo218
36100,贄,18,zhi,zhi4,zhi418
35642,謺,18,zhe,zhe2,zhe218
29182,燾,18,dao,dao4,dao418
35622,謦,18,qing,qing3,qing318
40705,鼁,18,qu,qu4,qu418
25848,擸,18,lie,lie4,lie418
32886,聶,18,nie,nie4,nie418
34261,藕,18,ou,ou3,ou318
32885,聵,18,kui,kui4,kui418
34804,蟴,18,si,si1,si118
32887,職,18,zhi,zhi2,zhi218
34266,藚,18,xu,xu4,xu418
34269,藝,18,yi,yi4,yi418
29191,爇,18,ruo,ruo4,ruo418
34290,藲,18,shu,shu1,shu118
35250,覲,18,jin,jin3,jin318
38831,鞯,18,jian,jian1,jian118
38818,鞢,18,xie,xie4,xie418
38835,鞳,19,ta,ta4,ta419
38825,鞩,18,xiao,xiao4,xiao418
38830,鞮,18,di,di1,di118
38832,鞰,18,zzzzzz,zzzzzz5,zzzzzz599
38824,鞨,18,he,he2,he218
38822,鞦,18,qiu,qiu1,qiu118
38829,鞭,18,bian,bian1,bian118
38821,鞥,18,yi,yi4,yi418
38827,鞫,18,ju,ju1,ju118
38823,鞧,18,qiu,qiu1,qiu118
38819,鞣,18,rou,rou2,rou218
37184,酀,18,yan,yan1,yan118
34262,藖,18,xian,xian2,xian218
34270,藞,18,la,la3,la318
34296,藸,18,zhu,zhu1,zhu118
34264,藘,18,lv,lv2,lv218
34282,藪,18,sou,sou3,sou318
34822,蠆,18,chai,chai4,chai418
34271,藟,18,lei,lei3,lei318
34275,藣,18,pi,pi2,pi218
32365,繭,18,jian,jian3,jian318
34268,藜,18,li,li2,li218
34293,藵,18,zzzzzz,zzzzzz5,zzzzzz599
34272,藠,18,jiao,jiao4,jiao418
34277,藥,18,yao,yao4,yao418
34274,藢,18,zhi,zhi3,zhi318
34276,藤,18,teng,teng2,teng218
34812,蟼,18,jing,jing3,jing318
34288,藰,18,liu,liu2,liu218
34295,藷,18,zhu,zhu1,zhu118
34291,藳,18,gao,gao3,gao318
34278,藦,18,mo,mo4,mo418
34280,藨,18,biao,biao1,biao118
34265,藙,18,yi,yi4,yi418
34283,藫,18,tan,tan2,tan218
34281,藩,18,fan,fan1,fan118
34260,藔,15,zzzzzz,zzzzzz5,zzzzzz599
34267,藛,18,xie,xie3,xie318
34285,藭,18,qiong,qiong2,qiong218
40562,鹲,19,meng,meng2,meng219
38615,雗,18,han,han4,han418
36094,賾,18,ze,ze2,ze218
34287,藯,18,wei,wei4,wei418
34292,藴,18,yun,yun4,yun418
34279,藧,18,huan,huan3,huan318
27311,檯,18,tai,tai2,tai218
27310,檮,18,tao,tao2,tao218
27328,櫀,18,qi,qi2,qi218
27353,櫙,18,ou,ou1,ou118
27351,櫗,18,mie,mie4,mie418
27346,櫒,18,sa,sa4,sa418
27331,櫃,18,gui,gui4,gui418
27323,檻,18,jian,jian4,jian418
27337,櫉,18,chu,chu2,chu218
27348,櫔,18,zzzzzz,zzzzzz5,zzzzzz599
27318,檶,18,qian,qian1,qian118
27319,檷,18,mi,mi2,mi218
27325,檽,18,er,er2,er218
27354,櫚,18,lv,lv2,lv218
27338,櫊,18,zzzzzz,zzzzzz5,zzzzzz599
27314,檲,18,zzzzzz,zzzzzz5,zzzzzz599
27332,櫄,18,chun,chun1,chun118
27361,櫡,18,zhu,zhu4,zhu418
27313,檱,18,qi,qi2,qi218
27309,檭,18,yin,yin2,yin218
40272,鵐,17,wu,wu2,wu217
40625,麱,18,fu,fu1,fu118
40626,麲,18,xian,xian4,xian418
27324,檼,18,yin,yin4,yin418
27322,檺,18,gao,gao3,gao318
27342,櫎,18,guang,guang4,guang418
27333,櫅,18,ji,ji1,ji118
27321,檹,18,yi,yi1,yi118
27315,檳,18,bin,bin1,bin118
27307,檫,18,cha,cha2,cha218
27329,櫁,18,mi,mi4,mi418
27320,檸,18,ning,ning2,ning218
27373,櫭,18,jie,jie2,jie218
27335,櫇,18,po,po2,po218
27330,櫂,18,zhao,zhao4,zhao418
27336,櫈,18,deng,deng4,deng418
27312,檰,18,mian,mian2,mian218
27317,檵,18,ji,ji4,ji418
40275,鵓,18,bo,bo2,bo218
36682,轊,18,wei,wei4,wei418
36681,轉,18,zhuan,zhuan3,zhuan318
36684,轌,18,zzzzzz,zzzzzz5,zzzzzz599
35249,覱,18,zhan,zhan4,zhan418
36436,蹔,18,zhan,zhan4,zhan418
36678,轆,18,lu,lu4,lu418
30986,礊,18,huo,huo4,huo418
36679,轇,18,jiu,jiu1,jiu118
36680,轈,18,chao,chao2,chao218
40271,鵏,18,bu,bu1,bu118
40291,鵣,18,la,la4,la418
22178,嚢,18,nang,nang2,nang218
34775,蟗,18,qiu,qiu1,qiu118
30444,盬,18,gu,gu3,gu318
25829,擥,18,lan,lan3,lan318
35206,覆,18,fu,fu4,fu418
37289,醩,18,zao,zao2,zao218
37287,醧,18,yu,yu4,yu418
37285,醥,18,piao,piao3,piao318
37290,醪,18,lao,lao2,lao218
37286,醦,18,lao,lao2,lao218
27593,毉,18,yi,yi1,yi118
37291,醫,18,yi,yi1,yi118
36096,贀,18,wei,wei4,wei418
38993,顑,18,kan,kan3,kan318
40673,黡,18,yan,yan3,yan318
36441,蹙,18,cu,cu4,cu418
31002,礚,18,ke,ke1,ke118
31009,礡,18,bo,bo2,bo218
31006,礞,18,meng,meng2,meng218
30990,礎,18,chu,chu3,chu318
27327,檿,18,yan,yan3,yan318
25834,擪,18,ye,ye4,ye418
25045,懕,18,yan,yan1,yan118
30995,礓,18,jiang,jiang1,jiang118
30988,礌,18,lei,lei2,lei218
30991,礏,18,ji,ji2,ji218
30993,礑,18,dang,dang4,dang418
30987,礋,18,zhai,zhai2,zhai218
30998,礖,18,yu,yu4,yu418
30985,礉,18,he,he2,he218
30982,礆,18,jian,jian3,jian318
30994,礒,18,wo,wo4,wo418
31008,礠,18,zi,zi1,zi118
30996,礔,18,pi,pi4,pi418
40846,龎,18,pang,pang2,pang218
34792,蟨,18,jue,jue2,jue218
40266,鵊,18,jia,jia2,jia218
29177,燹,18,xian,xian3,xian318
35957,豵,18,zong,zong1,zong118
35956,豴,18,di,di2,di218
39214,餮,18,tie,tie4,tie418
27567,殯,18,bin,bin4,bin418
38691,霣,18,yun,yun3,yun318
38690,霢,18,mo,mo4,mo418
38692,霤,18,liu,liu4,liu418
38697,霩,18,kuo,kuo4,kuo418
38693,霥,18,meng,meng4,meng418
38695,霧,18,wu,wu4,wu418
39733,鬵,18,qian,qian2,qian218
40283,鵛,18,jing,jing1,jing118
35920,豐,18,feng,feng1,feng118
39721,鬩,18,xi,xi4,xi418
40789,齕,18,he,he2,he218
35255,覷,18,qu,qu4,qu418
35248,覰,18,qu,qu4,qu418
25055,懟,18,dui,dui4,dui418
21474,叢,18,cong,cong2,cong218
34409,虩,18,xi,xi4,xi418
22166,嚖,18,hui,hui4,hui418
30662,矆,18,huo,huo4,huo418
30663,矇,18,meng,meng2,meng218
38988,題,18,ti,ti2,ti218
38873,韙,18,wei,wei3,wei318
30655,瞿,18,ju,ju4,ju418
30654,瞾,18,zhao,zhao4,zhao418
40706,鼂,18,chao,chao2,chao218
30658,矂,18,ji,ji4,ji418
26334,曞,18,li,li4,li418
30657,矁,18,chou,chou3,chou318
30656,矀,18,wei,wei2,wei218
30652,瞼,18,jian,jian3,jian318
30650,瞺,18,hui,hui4,hui418
29974,甖,18,ying,ying1,ying118
36097,贁,18,bai,bai4,bai418
36099,贃,18,zhuan,zhuan4,zhuan418
40281,鵙,18,ju,ju2,ju218
30649,瞹,18,ai,ai4,ai418
36095,賿,18,liao,liao2,liao218
36098,贂,18,chen,chen3,chen318
30651,瞻,18,zhan,zhan1,zhan118
26328,曘,18,ru,ru2,ru218
22177,嚡,18,zzzzzz,zzzzzz5,zzzzzz599
38997,顕,18,xian,xian3,xian318
22164,嚔,18,ti,ti4,ti418
38358,闖,18,chuang,chuang3,chuang318
38356,闔,18,he,he2,he218
38352,闐,18,tian,tian2,tian218
38360,闘,18,dou,dou4,dou418
38354,闒,18,da,da2,da218
38355,闓,18,kai,kai3,kai318
38353,闑,18,nie,nie4,nie418
38357,闕,18,que,que4,que418
38359,闗,18,guan,guan1,guan118
38994,顒,18,yong,yong2,yong218
26331,曛,18,xun,xun1,xun118
22168,嚘,18,you,you1,you118
39074,颢,18,hao,hao4,hao418
26336,曠,18,kuang,kuang4,kuang418
26332,曜,18,yao,yao4,yao418
27486,歞,18,kan,kan3,kan318
30085,疅,18,jiang,jiang1,jiang118
36438,蹖,18,chong,chong1,chong118
36447,蹟,18,ji,ji1,ji118
36487,躇,18,chu,chu2,chu218
36451,蹣,18,man,man2,man218
36455,蹧,18,zao,zao1,zao118
36443,蹛,18,dai,dai4,dai418
36446,蹞,18,kui,kui3,kui318
36442,蹚,18,tang,tang1,tang118
36454,蹦,18,beng,beng4,beng418
36445,蹝,18,xi,xi3,xi318
36452,蹤,18,zong,zong1,zong118
22169,嚙,18,nie,nie4,nie418
40557,鹭,18,lu,lu4,lu418
36448,蹠,18,zhi,zhi2,zhi218
36439,蹗,18,lu,lu4,lu418
36450,蹢,18,di,di2,di218
36444,蹜,18,su,su4,su418
36449,蹡,18,qiang,qiang1,qiang118
36440,蹘,18,liao,liao2,liao218
36480,躀,18,kuang,kuang4,kuang418
22744,壘,18,lei,lei3,lei318
34799,蟯,18,rao,rao2,rao218
34790,蟦,18,fei,fei4,fei418
34786,蟢,18,xi,xi3,xi318
34779,蟛,18,peng,peng2,peng218
34813,蟽,18,da,da2,da218
34774,蟖,18,si,si1,si118
34818,蠂,18,she,she4,she418
34823,蠇,18,li,li4,li418
34794,蟪,18,hui,hui4,hui418
34795,蟫,18,yin,yin2,yin218
34805,蟵,18,zzzzzz,zzzzzz5,zzzzzz599
34793,蟩,18,jue,jue2,jue218
34783,蟟,18,liao,liao3,liao318
34802,蟲,18,chong,chong2,chong218
34796,蟬,18,chan,chan2,chan218
34772,蟔,18,mo,mo4,mo418
34801,蟱,18,wu,wu2,wu218
34780,蟜,18,jiao,jiao3,jiao318
34776,蟘,18,te,te4,te418
34797,蟭,18,jiao,jiao1,jiao118
34784,蟠,18,pan,pan2,pan218
34820,蠄,18,qin,qin2,qin218
34785,蟡,18,gui,gui3,gui318
34777,蟙,18,zhi,zhi2,zhi218
34798,蟮,18,shan,shan4,shan418
34791,蟧,18,lao,lao2,lao218
34803,蟳,18,xun,xun2,xun218
34788,蟤,18,zhuan,zhuan1,zhuan118
38987,顋,18,sai,sai1,sai118
34787,蟣,18,ji,ji3,ji318
22167,嚗,18,bao,bao4,bao418
38990,顎,18,e,e4,e418
22170,嚚,18,yin,yin2,yin218
40273,鵑,18,juan,juan1,juan118
22179,嚣,18,xiao,xiao1,xiao118
22172,嚜,18,mo,mo4,mo418
22175,嚟,18,li,li2,li218
22171,嚛,18,hu,hu4,hu418
22165,嚕,18,lu,lu1,lu118
22176,嚠,18,liu,liu2,liu218
22180,嚤,18,mo,mo2,mo218
38995,顓,18,zhuan,zhuan1,zhuan118
32643,羃,18,mi,mi4,mi418
40558,鹮,18,huan,huan2,huan218
22896,奰,18,bei,bei4,bei418
32642,羂,18,juan,juan4,juan418
24000,巀,18,jie,jie2,jie218
24002,巂,18,sui,sui3,sui318
24174,幮,18,chu,chu2,chu218
32640,羀,17,liu,liu3,liu317
28663,濷,18,fei,fei4,fei418
40672,黠,18,xia,xia2,xia218
40671,黟,18,yi,yi1,yi118
39005,顝,19,ku,ku1,ku119
39620,髄,18,sui,sui3,sui318
39619,髃,18,yu,yu2,yu218
39626,髊,18,cuo,cuo1,cuo118
39621,髅,18,lou,lou2,lou218
39618,髂,18,qia,qia4,qia418
38252,镬,18,huo,huo4,huo418
38253,镭,18,lei,lei2,lei218
38254,镮,18,huan,huan2,huan218
38255,镯,18,zhuo,zhuo2,zhuo218
38256,镰,18,lian,lian2,lian218
38257,镱,18,yi,yi4,yi418
32584,罈,18,tan,tan2,tan218
32585,罉,18,zzzzzz,zzzzzz5,zzzzzz599
32583,罇,18,zun,zun1,zun118
35251,観,18,guan,guan1,guan118
30705,矱,18,huo,huo4,huo418
29345,犡,18,li,li4,li418
40288,鵠,18,hu,hu2,hu218
37186,酂,18,cuo,cuo2,cuo218
40285,鵝,18,e,e2,e218
40286,鵞,18,e,e2,e218
33305,舙,18,hua,hua4,hua418
31339,穫,18,huo,huo4,huo418
31329,穡,18,se,se4,se418
31330,穢,18,hui,hui4,hui418
39335,馧,18,wen,wen1,wen118
39332,馤,18,ai,ai3,ai318
39333,馥,18,fu,fu4,fu418
31328,穠,18,nong,nong2,nong218
31333,穥,18,yu,yu4,yu418
40282,鵚,18,tu,tu2,tu218
37004,邌,18,li,li2,li218
31331,穣,18,rang,rang2,rang218
31790,簮,18,zan,zan1,zan118
31769,簙,18,bo,bo2,bo218
31771,簛,18,shai,shai1,shai118
31791,簯,18,zzzzzz,zzzzzz5,zzzzzz599
31789,簭,18,shi,shi4,shi418
31776,簠,18,fu,fu3,fu318
31775,簟,18,dian,dian4,dian418
31773,簝,18,liao,liao2,liao218
31786,簪,18,zan,zan1,zan118
31777,簡,18,jian,jian3,jian318
31778,簢,18,min,min3,min318
31779,簣,18,kui,kui4,kui418
31774,簞,18,dan,dan1,dan118
31770,簚,18,mi,mi4,mi418
31780,簤,18,dai,dai4,dai418
31781,簥,18,qiao,qiao2,qiao218
31792,簰,18,pai,pai2,pai218
31741,篽,18,yu,yu3,yu318
31794,簲,18,pai,pai2,pai218
31793,簱,18,qi,qi2,qi218
31785,簩,18,lao,lao2,lao218
31772,簜,18,dang,dang4,dang418
31798,簶,18,lu,lu4,lu418
31784,簨,18,sun,sun3,sun318
31782,簦,18,deng,deng1,deng118
31004,礜,18,yu,yu4,yu418
30992,礐,18,que,que4,que418
20782,儮,18,li,li4,li418
40747,鼫,18,shi,shi2,shi218
40741,鼥,18,ba,ba2,ba218
40748,鼬,18,you,you4,you418
40746,鼪,18,sheng,sheng1,sheng118
40745,鼩,18,qu,qu2,qu218
40744,鼨,18,tong,tong2,tong218
40743,鼧,18,tuo,tuo2,tuo218
40742,鼦,18,diao,diao1,diao118
37797,鎥,18,tiao,tiao2,tiao218
20789,儵,18,shu,shu4,shu418
38617,雙,18,shuang,shuang1,shuang118
38624,雠,18,chou,chou2,chou218
20781,儭,18,chen,chen4,chen418
20785,儱,18,long,long2,long218
20783,儯,18,teng,teng2,teng218
40768,齀,18,wu,wu4,wu418
36544,軀,18,qu,qu1,qu118
36545,軁,18,lou,lou2,lou218
